mwe_template	semantic_tags
missil_NOUN styring_NOUN	M1
missil_NOUN affyringsrampe_NOUN	M1
missil_NOUN system_NOUN	M7/I4
mission_NOUN statement_NOUN	S1.1.3-
blande_VERB sammen_ADV	S8+
forveksle_VERB blowing_*	O4.2+
blande_VERB i_ADV	Z4
blande_VERB i_ADV sammen_ADV	X2.2-
blande_VERB og_CCONJ matche_VERB	X2.5-
blandet_ADJ pose_NOUN	A6.3+/X2
blandet_ADJ økonomi_NOUN	X5.1-
stønne_VERB og_CCONJ jamre_VERB	A12-
mobilhome_NOUN field*_NOUN	G3/M7 A15-
mobil_ADJ vedligeholdelse_NOUN	F2
mobiltelefon_NOUN computer*_NOUN	Y2
mobil_ADJ butik_NOUN	B5
mobiltelefon_NOUN skirt*_*	B5
mobilitetsydelse_NOUN beast*_NOUN	L2mfn
mock_VERB up_ADV	M3fn
moderne_ADJ bekvemmeligheder_NOUN	K5.1/S5+c
modeljernbane_NOUN market*_NOUN	I2.2/H1c
modelfly_NOUN world_NOUN cup_NOUN	K5.1
modelfly_NOUN town*_NOUN	M7/I4
minister*_NOUN modelbygning_NOUN religion_NOUN	S9/S2mf
tinsoldat_NOUN of_ADP food_NOUN and_CCONJ national_ADJ registration_NOUN	G1.1/S2mf
moderne_ADJ tid_NOUN	B3
moderne_ADJ fly_NOUN	F1
moderne_ADJ sprog_NOUN	T1.3
moderne_ADJ sekvens_NOUN	M4
samfundsfag_NOUN dinghy_NOUN	M4fn
kritik_NOUN af_ADP moguler_NOUN	A6.1+
miscarriage*_NOUN fugtighedscreme_NOUN justice_NOUN	G2.2-
molarer_NOUN as_SCONJ sin_NOUN	E4.1-
miss*_* molar_NOUN {ADJ/INTJ} boat_NOUN	X9.2-
miss*_* molekylstruktur_NOUN {ADJ/INTJ} point_NOUN	X2.5-
miss*_* {PRON/ADV/Np} øjeblik_NOUN	A1.8-
miss*_* {PRON/ADV/Np} bevægelsesenergi_NOUN	A1.8- S1.1.3-
pengeværdi_NOUN controller*_NOUN	G3/S2mf G3
penge_NOUN bank_NOUN og_CCONJ finans_NOUN	G3
pengegribber_NOUN system*_NOUN	G3
pengeincitament_NOUN statement*_NOUN	X7+/Q1.2
mix*_* {PRON/ADV/Np} pengelåner_NOUN	S5+ A2.1+
mix*_* {PRON/ADV/Np} up*_* indtjening_NOUN	X2.5- A1.1.1
penge_NOUN på_ADP hylden_NOUN	A2.1+ S5+
mix*_* {PRON/Np} pengeindsamling_NOUN together_ADV	A2.1+ S5+
pengeko_NOUN and_CCONJ match_*	A6.3+
penge_NOUN at_PART brænde_VERB af_ADV	A6.3+
abeleg_NOUN econom*_NOUN	G1.1/G1.1-
moan*_* monopolpenge_NOUN groan*_*	Q2.2/E4.2-
halvanden_NUM måned_NOUN	H1
dreje_VERB rundt_ADV	A1.1.1/M1
dreje_VERB rundt_ADV	Q1.3
humørsvingning_NOUN shop*_NOUN	I2.2/M3
månetegn_NOUN telephone*_NOUN	Q1.3
tørre_VERB op_ADV	I1.1/G1.1
mock*_* {PRON/ADV/Np} moralkodeks_NOUN	A5.4-
moralsk_ADJ støtte_NOUN	O4.2+/H5
mere_ADV og_CCONJ mere_ADV	K6/M3
mere_ADV eller_CCONJ mindre_ADV	M5/K6
oftere_ADV end_SCONJ ikke_PART	C1
i_ADP større_ADJ grad_NOUN	K6
flere_DET penge_NOUN end_SCONJ forstand_NOUN	T1.1.2
morgensyge_NOUN day_NOUN aircraft*_NOUN	M5/T1.1.2
studenterhue_NOUN studies_NOUN	P1
belåne_VERB til_ADP randen_NOUN	K5.1
realkreditinstitutter_NOUN cream*_NOUN	B4
realkreditinstitut_NOUN teeth_NOUN	B1
realkreditbetaling_NOUN tooth_NOUN	B1
realkreditinddragelse_NOUN structure*_NOUN	Y1
moment*_NOUN realkreditopgørelse_NOUN time_NOUN	T1.2
lighusfaciliteter_NOUN energy_NOUN	Y1
lighus_NOUN 's_PART worth_NOUN	I1.3
slentre_VERB rundt_ADV	I2.1
de_DET fleste_ADJ dage_NOUN	S1.2.2+/S2mf
mest_ADV af_ADP alt_DET	I1
det_DET meste_ADJ af_ADP tiden_NOUN	I1/S2mf
mølspist_ADJ making_*	I1.1+
mors_NOUN dreng_NOUN	I1.1
mors_NOUN dag_NOUN	I1.1/A9+
mor_NOUN og_CCONJ småbørnsgruppe_NOUN	I1.1
moderskikkelse_NOUN to_PART {ADJ/INTJ} burn_VERB	I1.1+
svigermor_NOUN business_NOUN	G2.2-
modersmål_NOUN money_NOUN	I1/A5.4-
drivkraft_NOUN and_CCONJ a_DET half_NOUN	T1.3
mooch*_* {ADV} motorcykel_NOUN	M1
mooch*_* {ADV} motorcykeldel_NOUN	M1
motorcykelprøvning_NOUN swing*_NOUN	E1/A2.1
motorbåd_NOUN sign*_NOUN	S9
mop*_* {PRON/ADV/Np} bil_NOUN	B4
motorcruiser_NOUN code*_NOUN	G2.2
motorcykel_NOUN support_NOUN	S8+
motorcyklist_NOUN and_CCONJ more_*	A13.3 N5++
bilforsikring_NOUN and_CCONJ more_* and_CCONJ more_*	A13.3 N5++
automekaniker_NOUN or_* less_*	A13.4
motormuseum_NOUN often_ADV than_SCONJ not_PART	N6+
motorneuronsygdom_NOUN so_ADV	A13.3
motorsport_NOUN {ADJ} money_NOUN than_SCONJ {ADJ} sense_NOUN	S1.2.5-
motorsail_NOUN sickness_NOUN	B2-
scooter_NOUN dancing_NOUN	K1
motorisk_ADJ færdighed_NOUN	L1/A12-
motorsport_NOUN board*_NOUN	B5
mortgag*_* {PRON/ADV/Np} motorkøretøjsafgift_NOUN to_ADP the_DET {ADJ/INTJ} hilt_NOUN	I1.2
motorcykeltest_NOUN companies_NOUN	I2.2/S5
støbeplante_NOUN company_NOUN	I2.2/S5c
stige_VERB payment*_NOUN	I1.2
mountainbike_NOUN repossession*_NOUN	I2.2/A9-
mountainbiking_NOUN statement*_NOUN	I1/Q1.2
bjergbestiger_NOUN facilities_NOUN	L1-/H1
bjergbestigning_NOUN facility_NOUN	L1-/H1
mosey*_* {ADV} musemodel_NOUN	M1
snakke_VERB op_ADV	N6+
mundharmonika_NOUN of_ADP all_DET	A13.2
mundvandsdrivende_ADJ of_ADP the_DET {ADJ/INTJ} time_NOUN	T1.3+ N6+
flytte_VERB hus_NOUN	O4.2-
flytte_VERB målstolperne_NOUN	S1.2.5-/S2.2m
flytte_VERB ind_ADV	T1.3/S4
bevæge_VERB sig_PRON rundt_ADV	S4/S5+c
flytte_VERB væk_ADV	S4f
flytte_VERB tilbage_ADV	S4f
flytte_VERB ned_ADV	Q3
forlade_VERB force*_NOUN	A2.2
gå_VERB videre_ADV	M3fn
flytte_VERB bike_NOUN part*_NOUN	M3/O2
flytte_VERB rundt_ADV	M3/K5.1
flytte_VERB ind_ADV	M4fn
flytte_VERB ud_ADV	M3fn
avancere_VERB cruiser*_NOUN	M4fn
gøre_VERB fremskridt_NOUN	M3fn
fortsætte_VERB cyclist*_NOUN	M3/S2mf
bevæge_VERB sig_PRON rundt_ADV	I2.1/M3
sænke_VERB mechanic*_NOUN	M3/S2mf
forlade_VERB museum*_NOUN	M3/H1c
flytte_VERB neurone_NOUN disease_NOUN	B2-
bevæge_VERB sig_PRON rundt_ADV	K5.1/M3
gøre_VERB fremskridt_NOUN	M4
fortsætte_VERB scooter*_NOUN	M3fn
flytte_VERB rundt_ADV	X1/M1
sænke_VERB sport*_NOUN	K5.1/M3
flytte_VERB ind_ADV	I1.2/M3
forlade_VERB test*_NOUN	M3
flytte_VERB over_ADV	I4/H1c
flytte_VERB rundt_ADV	N5+/A2.1 M1/L2
flytte_VERB op_ADV	M3
flytte_VERB ud_ADV	K5.1
flytte_VERB rundt_ADV	K5.1/S2mf
meget_ADV på_ADP samme_DET måde_NOUN	K5.1
meget_DET af_ADP det_DET samme_NOUN	Y1
fjolle_VERB rundt_ADV	Q2.2
hjælpe_VERB til_ADV	K2
fjolle_VERB rundt_ADV	O4.2+
muge_VERB ud_ADV	H4/A2.1+
kludre_VERB i_ADP noget_PRON	A2.1+
mudder_NOUN bunke_NOUN	T2+
mudder_NOUN hytte_NOUN	M1 M2 A2.1+
klare_VERB sig_PRON på_ADP en_DET eller_CONJ anden_DET måde_NOUN	M1 M2 A2.1+
blande_VERB sammen_ADV	M1 M2 A2.1+ T1.1.3
tåbelig_ADJ aktivitet_NOUN	M1 M2 N5-/A2.1 A5.1-/A2.1
tåbelig_ADJ aktivitet_NOUN	M1 M2 A2.1+
flakke_VERB rundt_ADV	M1 M2 A2.1+
gruble_VERB over_ADV	M1 M2 A2.1+
flere_ADJ tusinde_NUM pund_NOUN	M1 M2 A2.1+
mange_ADJ farver_NOUN	M1 M2 H4/A2.1 S1.1.3+
mange_ADJ kulturer_NOUN	M1 M2 H4/A2.1
flere_ADJ niveauer_NOUN	M1 S7.1+/A2.1 M2
flere_ADJ emner_NOUN	T2++ M1 A5.1-/A2.1
flere_ADJ medier_NOUN	A5.1+/A2.1 T2++
flere_ADJ enheder_NOUN	M1 M2 A2.1+
flere_ADJ etager_NOUN	M1 N5-/A2.1
mange_ADJ millioner_NOUN	M1 M2 A2.1+
flere_ADJ personligheder_NOUN	M1 M2 A2.1+
flere_ADJ personligheder_NOUN	M2 M1
kronisk_ADJ sygdom_NOUN	T2++ M1 A5.1-/A2.1
forvirrende_ADJ sprog_NOUN	A5.1+/A2.1 T2++
mors_NOUN dreng_NOUN	M1 M2 A2.1+
mors_NOUN pige_NOUN	M1 N5-/A2.1
kommunal_ADJ bygning_NOUN	M1 M2 H4 S1.1.3+
mord_NOUN mysterier_NOUN	M1 M2 A2.1+
mord_NOUN mysterium_NOUN	M1 M2 A2.1+
tvinge_VERB sig_PRON ind_ADV	M2 M1
genetiske_ADJ sygdomme_NOUN	M1 S7.1+/A2.1 M2
mushy_ADJ peas_NOUN	M1 M2 H4/A2.1
musik_NOUN center_NOUN	M1 M2 A2.1+
musik_NOUN festival_NOUN	A6.1+
musik_NOUN gruppe_NOUN	A6.1+
musik_NOUN hall_NOUN	A1.1.1 E4.1+ A2.1+
musik_NOUN bibliotek_NOUN	S1.1.3+
musik_NOUN pantomime_NOUN	E4.1+ A1.1.1 A2.1+
musik_NOUN tape_NOUN	B4/L2
musik_NOUN teknologi_NOUN	X9.2- A1.1.2
musik_NOUN terapi_NOUN	W3
musikalsk_ADJ instrument_NOUN	H1
sennep_NOUN dressing_NOUN	A1.1.1
mumle_VERB videre_ADV	X2.5-
gensidig_ADJ hjælp_NOUN	S1.2.6-
min_DET Gud_NOUN	S1.2.6-
min_DET gud_NOUN	X2.4
min_DET slags_NOUN	X2.4
min_DET bedre_ADJ halvdel_NOUN	I1
ikke_PART halvt_ADV	O4.3/N5+
ikke_PART tænke_VERB to_ADV gange_ADV	S5+/N5+
ikke_PART {ADV/VERB} det_DET gøres_VERB ting_NOUN	O1.2
ikke_PART {ADV} skelne_VERB {PRON/ADV/Np} fra_ADP hinanden_PRON	I2.1
ikke_PART en_DET stor_ADJ ting_NOUN	Y2
ikke_PART en_DET pølse_NOUN	K3
ikke_PART en_DET eneste_ADJ	H1/M3
slet_ADV ikke_PART	I1
ikke_PART så_ADV slemt_ADJ som_SCONJ {Np}_NOUN går_VERB	B2-/X1
ikke_PART gøre_VERB ting_NOUN halvt_ADV	B2-/X1
aldrig_ADV sclerosis_NOUN	B2-
ikke_PART for_ADP mig_PRON	X2.5-/Q2.1
ikke_PART komme_VERB {PRON}_PRON nogen_DET vegne_ADV	S1.2.5-/S2.2m
ikke_PART komme_VERB nogen_DET vegne_ADV	S4/S2.1f
ikke_PART komme_VERB nogen_DET vegne_ADV	G1.1/H1c
slet_ADV ikke_PART så_ADV	Q4.1/G2.1 Q4.3/G2.1
ikke_PART holde_VERB {DET}_DET vejret_NOUN	X7-
ikke_PART på_ADP en_DET god_ADJ måde_NOUN	B2-
ikke_PART i_ADP en_DET {ADJ/INTJ}_ADJ måned_NOUN af_ADP {ADJ/INTJ}_ADJ søndage_NOUN	F1
ikke_PART vide_VERB hvad_PRON {PRON}_PRON {VERB}_VERB {ADV/ADJ/INTJ}_ADV taler_VERB om_ADP	K3
ikke_PART lade_VERB nogen_DET sten_NOUN uvendt_ADJ	K2/S1.1.3+c
forlade_VERB ingen_DET sten_NOUN uvendt_ADJ	K2/S5+c
ikke_PART kun_ADV	K2/K4
ikke_PART helt_ADV så_ADV	K2/Q4.1c
ikke_PART rigtigt_ADV	K4
ikke_PART så_ADV længe_ADV siden_ADV	K3
ikke_PART at_PART snuse_VERB til_ADP	K3/Y2
ikke_PART at_PART spøge_VERB med_ADP	B3/K2
ikke_PART op_ADP til_ADP det_PRON	K2
ikke_PART besvære_VERB	F1
ikke_PART scenen_NOUN	Q2.1
ikke_PART ind_ADP i_ADP	S8+/S1.1.2+
ikke_PART en_PRON for_ADP	Z4
ikke_PART hvad_DET det_PRON er_VERB gjort_VERB til_PART	Z4
ikke_PART føle_VERB sig_PRON hundrede_NUM procent_NOUN	E2+ X2.5+
skrid_VERB other_ADJ half_NOUN	S4mf
fastlægge_VERB half_*	A13.3
sømme_VERB ind_ADV	N3.8+
neglelak_NOUN {ADV/VERB} the_DET done_* thing_NOUN	S1.2.4-
neglelakfjerner_NOUN {ADV} tell_VERB {PRON/ADV/Np} apart_ADV	A6.1+
det_DET blotte_ADJ øje_NOUN	A11.1-
n*t_PART navneplade_NOUN sausage_NOUN	N5---
n*t_PART navnekald_NOUN single_ADJ	N5.1-
n*t_PART navneleg_NOUN all_ADV	Z6
navngiven_ADJ enhed_NOUN	A5.1+/A6
n*t_PART narke_VERB things_NOUN by_ADP half_DET	N5.1+
n*t_PART indsnævre_VERB	N6/Z6
n*t_PART smalbåd_NOUN me_PRON	E2-
n*t_PART get*_* {PRON} snæversynet_ADJ	X9.2-
national_ADJ standard_NOUN	X9.2-
n*t_PART nationalsang_NOUN anywhere_ADV	X9.2-
n*t_PART nationaldragt_NOUN as_ADV	A13.6
nationalt_ADJ diplom_NOUN	A13.5
nationalt_ADJ kontor_NOUN	X2.6-
n*t_PART nationalpark_NOUN a_DET good_ADJ way_NOUN	E4.1- B2-
National_PROPN Pool_PROPN Lifeguard_PROPN Bronze_PROPN Medallion_PROPN	N6---
nationalt_ADJ produkt_NOUN	X2.5-
national_ADJ registreringsofficer_NOUN	N5.1+
national_ADJ tjeneste_NOUN	N5.1+
naturlig_ADJ sprogbehandling_NOUN	Z5
n*t_PART naturressource_NOUN so_ADV	A5.2-
n*t_PART naturreservat_NOUN	Z6
n*t_PART naturstudie_NOUN long_ADV ago_ADV	T1.1.1
n*t_PART flådebase_NOUN be_VERB sniffed_VERB at_ADP	A5.1+
n*t_PART marineblå_ADJ be_VERB trifled_VERB with_ADP	A15-
n*t_PART marineblå_ADJ to_* it_PRON	X9.1-
n*t_PART {ADV/ADJ/INTJ} bother*_* næsten_ADV	A1.9 E6-
n*t_PART {ADV} *_DET {Np} nærdødsoplevelse_NOUN	E2-
tæt_ADV på_ADP	E2-
tættere_ADV på_ADP	A5.1-
tættest_ADV på_ADP	B2-
nødvendighed_NOUN er_VERB opfindelsens_NOUN moder_NOUN	E3- M1
nail*_* {PRON/ADV/Np} nålefabrikker_NOUN	A1.7+
nail*_* {PRON/ADV/Np} nålefabrik_NOUN	A1.1.1
selvfølgelig_ADV varnish*_*	B4
negativ_ADJ egenkapital_NOUN	B4
hverken_ADV nyttig_ADJ eller_CCONJ dekorativ_ADJ	X3.4
irrelevant_ADJ plate*_*	Q1.1
irrelevant_ADJ calling_NOUN	Q2.2
neonlampe_NOUN game_NOUN	Q2.2
nervøs_ADJ spændende_ADJ	Q3/Y2
nervøs_ADJ spændende_ADJ	E3-
nervøst_ADJ sammenbrud_NOUN	A4.2+/A2.1
nervesystem_NOUN boat*_NOUN	M4fn
nervøst_ADJ vrag_NOUN	S1.2.3+
netgardin_NOUN standard_NOUN	A5.1/G1.1
sikkerhedsnet_NOUN anthem*_NOUN	K2/S5+
neuralt_ADJ netværk_NOUN	B5/Z2
neuropsykologisk_ADJ diploma*_NOUN	P1
neurokirurg_NOUN office*_NOUN	S7.1+/H1c
glem_VERB det_PRON	M7/W3c
har_VERB aldrig_ADV gjort_VERB en_DET flue_NOUN fortræd_NOUN	M4
aldrig_ADV i_ADP deres_PRON liv_NOUN	I1.1/G1.1
aldrig_ADV i_ADP deres_PRON liv_NOUN	G1.1/S2mf
uendelig_ADJ service_NOUN	G3
aldrig_ADV nogensinde_ADV	Y2/Q3
nyfødt_ADJ resource*_NOUN	W3 W5
ny_ADJ model_NOUN	W5/M7
bladkiosk_NOUN study_NOUN	P1/L1
nyhedsflash_NOUN base*_NOUN	M4/M7c
pressemeddelelse_NOUN blue_NOUN	O4.3
aviskiosk_NOUN blue_*	O4.3
avisudklip_NOUN enough_*	A13.4
nabo_NOUN death_NOUN experience*_NOUN	S9
næste_ADJ the_DET {ADJ/INTJ} mark_NOUN	S1.2.4-
næste_ADJ uge_NOUN	A13.4 N3.3-
næstbedste_ADJ to_ADP	A13.4 N3.3--
nabo_NOUN to_ADP	A13.4 N3.3---
næste_ADJ få_DET	X2.1/S6+
næste_ADJ i_ADP køen_NOUN	I4/H1
nærmeste_ADJ pårørende_NOUN	I4/H1c
næste_ADJ gang_NOUN	Z4
ved_ADP siden_ADP af_ADP	I2.1
nippe_VERB væk_ADV	A1.5.2-
dejlig_ADJ og_CCONJ	A11.1-
pæn_ADJ here_ADV nor_CCONJ there_ADV	A11.1-
stjæle_VERB tilbage_ADV	O4.3/O3
nips_NOUN wracking_*	E6-
nikotinplaster_NOUN racking_*	E6-
aftenklasse_NOUN breakdown*_NOUN	B2-/X1
nattøj_NOUN system*_NOUN	B1
natklub_NOUN wreck*_NOUN	E6-/S2mf
natklubbe_VERB curtain*_NOUN	H5
natklubbing_NOUN of_ADP safety_NOUN	A1.3+
nattevagt_NOUN network*_NOUN	Y2
natøvelse_NOUN psychological_ADJ	B1/X1
aftenfald_NOUN surgeon*_NOUN	B3/S2mf
natteliv_NOUN mind_VERB	Z4
aften_NOUN ude_ADV	G2.2+
natteravn_NOUN *_VERB {PRON/Np} in_ADP *_DET {ADJ/INTJ} life_NOUN	Z6/T1
aftenskole_NOUN *_VERB {PRON/Np} in_ADP *_DET {ADJ/INTJ} lives_NOUN	Z6/T1
natarbejde_NOUN ending_*	T2++
nattevagt_NOUN ever_ADV	T1/Z6
smutte_VERB ned_ADV	T3-
smutte_VERB ind_ADV	T3-
smutte_VERB væk_ADV	Q4.2/S2mf
smutte_VERB ud_ADV	Q4.3
pille_VERB release*_NOUN	Q4.2
kernepunkter_NOUN stand*_NOUN	H1/Q4.2
ansvarlige_ADJ cutting*_NOUN	Q4.2
ingen_DET tvivl_NOUN	M6
ikke_ADV længere_ADV	T1.1.3
uanset_SCONJ hvordan_ADV	T1.1.3
ikke_ADV noget_DET stort_ADJ	A5.1+/A13.4
ingen_DET skaderabat_NOUN	H3/S2mf
ingen_DET ende_NOUN	T1.1.3
fedtfattig_ADJ diæt_NOUN	N4 N4/A5
ingen_DET fast_ADJ bopæl_NOUN	S4mfn
ingen_DET go_VERB sted_NOUN	T1.1.3
ingen_DET go_VERB zone_NOUN	Z5 A13.4
ingen_DET go_VERB område_NOUN	F1
ikke_ADV godt_ADJ	A13.3
ingen_DET hoper_NOUN	O4.2+/A8
nick*_* {ADV} ingenmandsland_NOUN	M1
uanset_SCONJ hvad_PRON	O2
uanset_SCONJ hvor_ADV	F3/B3
ingen_DET fornærmelse_NOUN	P1c
ingen_DET betingelser_NOUN	B5
ingen_DET sådan_DET	K1/S5+c
nej_ADV tak_NOUN	K1
ingen_DET tvivl_NOUN om_ADP det_PRON	K1
ingen_DET tvivl_NOUN om_ADP det_PRON	I3.1/T1.3
meget_ADV klar_ADJ og_CONJ direkte_ADJ måde_NOUN	G3/T1.3
udtrykke_VERB vantro_NOUN eller_CONJ afvisning_NOUN	T1.2
situation_NOUN hvor_PRON et_DET gunstigt_ADJ resultat_NOUN er_VERB umuligt_ADJ	K1
alt_PRON er_VERB i_ADP orden_NOUN og_CONJ der_PRON er_VERB ingen_DET grund_NOUN til_ADP bekymring_NOUN	K1/T1.3
ingen_DET mening_NOUN eller_CONJ grund_NOUN	S2/T1.3mf
ingen_DET tegn_NOUN på_ADP noget_PRON	P1c
betyder_VERB ikke_ADV noget_PRON for_ADP mig_PRON	I3.1/T1.3
ingen_PRON person_NOUN ingen_PRON	I3.1/T1.3mf
falde_VERB i_ADP søvn_NOUN	M1
lave_VERB en_DET høj_ADJ lyd_NOUN	M1/N3.8+
pseudonym_NOUN navn_NOUN brugt_VERB af_ADP forfatter_NOUN	M1
maskinlæring_NOUN der_PRON ikke_ADV kræver_VERB mærkede_ADJ data_NOUN	M1
militærofficer_NOUN der_PRON ikke_ADV har_VERB fået_VERB en_DET kommission_NOUN	Q2.2
mangler_VERB karakteristiske_ADJ træk_NOUN eller_CONJ egenskaber_NOUN	A4.2+
ikke_ADV eksisterende_ADJ eller_CONJ ikke_ADV reel_ADJ	G2.1 G2.2-
person_NOUN der_PRON ikke_ADV ryger_VERB	A7+
uden_ADP at_PART stoppe_VERB eller_CONJ holde_VERB pause_NOUN	T2-
ikke_ADV relateret_ADJ til_ADP eller_CONJ troende_ADJ på_ADP kristendommen_NOUN	A7+++
ikke_ADV jøde_NOUN	A11.1-
ikke_ADV eksisterende_ADJ	I2.1
faglitteratur_NOUN end_NOUN	T2++ N5+
ikke_ADV ryger_NOUN	F1
ikke_ADV historier_NOUN	H4-
ikke_ADV historie_NOUN	A15-/M7
ingen_PRON overhovedet_ADV	M7/A15-
ikke_ADV klogere_ADJ	M7/A15-
ikke_ADV desto_ADV mindre_ADV	X9.2- A5.1-
ikke_ADV din_PRON sag_NOUN	X9.1-/S2mf
normal_ADJ størrelse_NOUN	G3/M7
nordøst_NOUN matter_DET what_DET	A7+++
nord_NOUN for_ADP grænsen_NOUN	M6 A7++
nordlys_NOUN offence_NOUN	Z4
nordlige_ADJ provinser_NOUN	S6- Z7-
næse_NOUN arbejde_NOUN	Z6
nysgerrig_ADJ per_NOUN	Z4
nysgerrig_ADJ per_NOUN	A7+
nota_NOUN bene_ADV	A7+++
opnå_VERB uncertain_ADJ terms_NOUN	A7+
notepad_NOUN way_NOUN	Z6
notestander_NOUN win_NOUN situation*_NOUN	X9.2-
ingenting_PRON overhovedet_ADV	Z4
slet_ADV ikke_ADV som_ADP	A1.5.2-
ikke_ADV noget_PRON særligt_ADJ	A11.2-
ingenting_PRON overhovedet_ADV	E6+
ikke_ADV noget_PRON at_PART gøre_VERB med_ADP	Z8/Z6
ikke_ADV noget_PRON at_PART skrive_VERB hjem_ADV om_ADP	B1
nois*_* {ADV} opslagstavle_NOUN	Q2.2
meddelelse_NOUN om_ADP kodning_NOUN	Q1.1/A5.4-
tre_NUM på_ADP stribe_NOUN	X2.3+ P1 Y2
nyrig_ADJ commissioned_* officer*_NOUN	G3/S2mf
nouvelle_NOUN cuisine_NOUN	O4.2-
nyhedsværdi_NOUN existant_*	A3-
lejlighedsvis_ADV smoker_NOUN	F3-
lejlighedsvis_ADV stop_*	T2++
lejlighedsvis_ADV Christian_ADJ	S9
siden_SCONJ Jew*_NOUN	S9/S2mf
slet_ADV ikke_ADV tæt_ADV på_ADP	A3-
atombombe_NOUN fiction_NOUN	A5.2+
kerneenergi_NOUN smoking_*	F3
nukleart_ADJ forarbejdningsanlæg_NOUN	X5.2-
atomvåben_NOUN story_NOUN	X5.2-
talnørd_NOUN at_* all_*	N5.1-
nummer_NOUN et_NUM	X2.2-
nummer_NOUN to_NUM	Z4
sygeplejelærer_NOUN of_ADP *_DET {ADJ/INTJ} business_NOUN	S1.1.3-
børnehavepædagog_NOUN sized_ADJ	N3.2/A6.2+
børnehavepleje_NOUN east_*	Z2 M6
børnehave_NOUN of_ADP the_DET border_NOUN	M7
sygeplejehjem_NOUN lights_NOUN	W1
sygehjælpere_NOUN provinces_NOUN	Z2
sygehjælper_NOUN work_NOUN	L2/A1.1.1
sygeplejeofficer_NOUN {ADJ/INTJ} parker*_NOUN	X7-/S2mf
sygepleje_NOUN parker*_NOUN	X7-/S2mf
plejehjem_NOUN bene_*	X5.1+
notch*_* {PRON/Np} sygeplejemodel_NOUN	X9.2+
sygeplejesøster_NOUN pad*_NOUN	Q1.2 Y2
sygeplejepersonale_NOUN stand*_NOUN	H5
skør_ADJ person_NOUN	N5.1-
skruer_NOUN og_CCONJ møtrikker_NOUN	A6.1-
lydighedsprøve_NOUN special_ADJ	A6.2+
kunstgenstand_NOUN whatsoever_DET	Z8/Z6
udslette_VERB fra_ADP synet_NOUN	A2.2-
observationsbesøg_NOUN {ADV} to_PART write_VERB home_ADV about_*	O4.2-
forhindringsbane_NOUN board*_NOUN	Q1.2/H5
lejlighedsbord_NOUN of_ADP coding_*	G1.1/Q1.2
arbejdsmiljø_NOUN and_CCONJ crosses_NOUN	K5.2
ergoterapeut_NOUN riche_NOUN	I1.1+/T3---
ergoterapi_NOUN cuisine_NOUN	F1
underlig_ADJ person_NOUN	T3-
tilfældige_ADJ dage_NOUN	Z4
småarbejde_NOUN and_CCONJ again_ADV	N6-
den_DET særprægede_ADJ	N6-
underligt_ADV nok_ADV	Z5
småting_NOUN near_*	A6.1- A5.3- N3.3+
af_ADP drømme_NOUN	G3
af_ADP egen_DET	O3
af_ADP egen_DET vilje_NOUN	Y1/H1c
af_ADP en_DET	Y1/G3
af_ADP slagsen_NOUN	N2
af_ADP den_DET slags_NOUN	A11.1+++
dagens_ADJ emne_NOUN	S7.1-/S2mf B5/G3%
selvfølgelig_ADV tutor*_NOUN	B3/P1mf
off-street_ADJ parkering_NOUN	P1/S2mf
godt_ADV i_ADP gang_NOUN	P1
ikke_ADV på_ADP vagt_NOUN	P1/H1c
uden_ADP forberedelse_NOUN	H1/B3c
spiritusforretning_NOUN auxiliaries_NOUN	B3/S2mf
aflæsse_VERB auxiliary_NOUN	B3/S2mf
frastødende_ADJ officer_NOUN	B3/S2mf
terrænkørsel_NOUN care_NOUN	B3
aflægger_NOUN home*_NOUN	B3/H1c
ikke_ADV til_ADP salg_NOUN	B3/X4.2
afsted_ADV med_ADP dig_PRON	B3/S2.1f
ikke_ADV ansvarlig_ADJ	B3/I3.1c
ikke_ADV tænker_VERB på_ADP	B2-/S2mf S1.2.6-/S2mf
af_ADP egen_ADJ vilje_NOUN	A4.2+
af_ADP egen_ADJ vilje_NOUN	L2/K5.1
trampe_VERB d'_* art_*	C1
af_ADP *_DET {ADJ/INTJ} hoved_NOUN	A10-
af_ADP *_DET {ADJ/INTJ} vogn_NOUN	X2.4/S1.1.1
af_ADP af_ADP	K5.1
af_ADP side_NOUN	H5
af_ADP sted_NOUN	B3/I3.1
af_ADP bagsiden_NOUN af_ADP en_DET {ADJ/INTJ} lastbil_NOUN	B3/S2mf
af_ADP den_DET slagne_ADJ vej_NOUN	B3
af_ADP den_DET slagne_ADJ spor_NOUN	A6.2-/S2mf
af_ADP bogen_NOUN	N6-
af_ADP hylden_NOUN	I3.1/N6-
af_ADP skulderen_NOUN	A6.2-
af_ADP toppen_NOUN af_ADP *_DET {ADJ} hoved_NOUN	A6.2-
af_ADP væggen_NOUN	O2 X4.1
af_ADP {ADJ/INTJ} krogen_NOUN	O4.2+
af_ADP {ADJ/INTJ} skinnerne_NOUN	A9+
af_ADP {ADJ/INTJ} optegnelsen_NOUN	S5-
af_ADP {ADJ/INTJ} sporet_NOUN	N6+ T1.2
af_ADP arbejde_NOUN	A4.1
af_ADV og_CCONJ på_ADV	A6.1+
tilbyde_VERB {PRON/ADV/Np} rundt_ADV	T1.1.2
tilbyde_VERB op_ADV	Z4
foreslå_VERB vilkår_NOUN	M8
